MARCA,ELEMENTOS TEXTUAIS,ELEMENTOS NÃO-TEXTUAIS,DATA,LINK,REDE,SEGMENTO
PETROBRAS,"Neste ano, contribuímos para a limpeza das praias atingidas pelo derramamento de óleo com uma megaoperação. Monitoramos as áreas costeiras com drones, helicópteros e embarcações; realizamos análises químicas de resíduos encontrados; e distribuímos kits de material impermeável e resistente, com luvas, botas, óculos de segurança e macacões. Além de nossa atuação direta, projetos participantes do Programa Petrobras Socioambiental atuaram voluntariamente junto a diferentes órgãos e à população em diversas frentes. Reviva mais essa história que reforça nosso compromisso com o respeito à vida, às pessoas e ao meio ambiente.",LINK COM FOTO,20/12/19,https://www.facebook.com/petrobras/posts/10163313320595131?__xts__[0]=68.ARDdVUi0HILm607nxgYraAHoV9EVf-Gn_7SljOWSke3_-SjwgPNXjixdomNik9nU5b_aDlKlxA3Uh7N4ziu0kZtDpzLwdDv_EiwzSkS4F3-EvVaO0mmRAs7k6LJxVjaIeYEwSfFDfJsh_p2lEDjUWceBbCRcAFvgSsSWbrQcMUu10fwnpwPg_MxslvpMe66ygTwSvK4ey72smTIGWlMzZks7IoKy_7t_LTm5-t1pdMHAGiIj_rUhlS2wD_-o3vnvtJxaLEVyOgk2o41ZDCsBBACYvSjMbiPvwW8y-ySlL_iBa6rT0XSdlkFhcyhFbIsvZZ9iG5VAxvjvns5aTlVEF1fGRXIcsjnwR7llZaGLRtj4rc4wvocx_INQ8_onr0j5mrJy7KOIcfKyaQzIR87Iryy2SoYNdoW8-uQ-KZUkD_L6pdjGYyWO6Q7l2j7CMYVOQiJXL_NTiuJrHQxHGxsDnzWdx_vZH7o5vQZLBmH9fD6_hg&__tn__=-R,FACEBOOK,ENERGIA
PETROBRAS,"O mundo nano, invisível a olho nu, é tema da nossa série Aceleração da Inovação. Desta vez, falamos sobre como materiais da espessura de um átomo, como o grafeno, estão revolucionando a forma como trabalhamos. Até 2022, tecnologias como superadesivos e cimentos com nanotubos de carbono serão aplicadas em nosso dia a dia para reparar estruturas metálicas e aumentar a segurança da conexão entre dutos e plataformas, por exemplo. Confira:

",LINK COM FOTO,20/12/19,https://www.facebook.com/petrobras/posts/10163312977720131?__xts__[0]=68.ARCvNJoFQ_fmQ3l_jXzpH1xejya2zUMssE2s__gYY5bXbtNbNJBPh2-oL-dxgkrfksQZBrgp9kdizuOhUctq3WNJ7usdLFCwBaXrVG-1LPdeUos6kpVp8zkiAKujv5aBL86ISmKSFLWNmWl2u14BSeDIAT61k9TUI58VsbAqZZVfGm3hvXLqcX7-r0zlA9VurC-xHb0LLQ8srJ_SHWEmUvTL1hggsWiCyEaMNs6vLAW-vL23FfMWXJXOJ_D9f3z-4X-_uRCHRRFFl0aZ4EYK6fcWT_7USZrk3bMDh3bppS8EfQ7qEQ_zCKUSeM00JlUVjav26NZe7PkkYE7eaNEx83jlCdIg&__tn__=-R,FACEBOOK,ENERGIA
PETROBRAS,O mundo está em constante transformação e nosso negócio precisa acompanhar esse movimento. Conheça os novos caminhos que estamos trilhando. ,VIDEO,19/12/19,https://www.facebook.com/petrobras/videos/2586772928106854/?__xts__[0]=68.ARCJClPZAeW6JYGontezhN1AwPPeVgN3qyMIKhBPzmeqoWoHPquo2zTd46gJ-wLlE43IcrGXlOA3VbqR5tNDmF-LGRZe3TlWnIwSsl9Tmt7teaqTrpLs8_SiB_iGkV4k_vv7SLmSWeA3j-5DEPS11aZoTYj6UnSjQiMBKAcSSZTSHKfwNqRTWvGyWz0zhFh64B8TmTXA-iGtD3qN2AptE8Betjt0lyE6Az3Yogy_GpQeSJJj8hJsMfPX5f3CJKy8QoU_bFs1xxK6E-580NGCT-E2_gI2riwA_JEjuyU90WL-rhscPsQ5yJjBRefhP-sa2jEyE0unOUN_cBOr86u8bvDcpHNUKZ1R&__tn__=-R,FACEBOOK,ENERGIA
PETROBRAS,"Tudo o que realizamos é feito por nossa gente. Uma diversidade de postos de trabalho e também de pessoas que os ocupam, cada uma com sua singularidade. E, em 2019, muitas delas contaram suas trajetórias no #Jornadas: uma série com narrativas únicas para conhecer de perto quem faz a Petrobras, em texto e imagens. Relembre algumas delas. Em 2020 tem mais. #JornadasPetrobras #OilAndGasLife",IMAGEM FIXA,19/12/19,https://www.facebook.com/petrobras/posts/10163307841670131?__xts__[0]=68.ARBsGs-ths_7eMH86wgVR4sAUlrP4M6Bo3fwNfcBFN7SDcr8RlR6ID0oYUJoKnHmRi9GQgewxz3rHrWNn3hsJNcRCgxG6VrWXkTS8hdguKpwA0pGdG5Y4npKST_ud-LmEdXFpduuZecNH8mV485QPUc4nyl4cp4hXs-su1MsLGV4l55zojLEW-s3RPo8RNAYRl0VhzRbXxznKEzO2RRGYbvrd5_7zc9AZdaO4cLkMLelM47s5I0v6QQnmMmxcxhad6_PDD56kMv3htw83EVn2xQIb8OQbzKS2kL1n6ejr40utlAhDxySpgNeyQJPzbkzXp8q_XZKz2ANzKV1ZDhlFE0Qmg0PwgtS8zAcizyL4VNlhRY0yGcxQZ-47MyY1_hFHxMDtpTWAVtXuD-J2YKdII4xMH9mWcrOTkcUOwK6Rilk7zW6JUpDEzr-WS7pxwrFBrg6BEE&__tn__=-R,FACEBOOK,ENERGIA
PETROBRAS,Inteligência artificial. Robótica. Supercomputadores. Realidade virtual. As inovações tecnológicas estão revolucionando a forma como trabalhamos e nos tornando ainda melhores para você. Acesse: https://nossaenergia.petrobras.com.br/,VIDEO,18/12/19,https://www.facebook.com/petrobras/videos/2905274356173822/?__xts__[0]=68.ARBLCSFmUHEef37z_D0Snu_j62aivqpcqzuGNvhmgb8Znu9GdAfVLNGO4CUzgrDbKy0TbMmqryVbqdRcqx9QjNbGbd4KBn7EGt7_9bQjlRvM5S2KDBr3urlvhBtI0sfG-DD23h2xOo8-F824ioNuQW6DGipDBUh-DdUC62TVhRHhQVGc-XDuEiDL5naef2GgNx-8-X8wrRpnSzijBbk_v2RxnuFzgBR2SCFQMXIT1nt5c3VM7j4BKS7j0_s4H-HKcuptB-7fTF-i1jTdDWWfuauvSNCp3DM4ByMH0V502jD9UU3fIzQR9jjzYLjDXDcx2aysEsvZC1xColph9ffcfwWO_fdMOvcc&__tn__=-R,FACEBOOK,ENERGIA
PETROBRAS,"Gigantes dos mares que pesam o equivalente a 220 boeings 747 e têm um comprimento que corresponde a três campos de futebol. Em 2019, colocamos em operação quatro plataformas no pré-sal. A P-67, a P-68, a P-76 e a P-77 vêm contribuindo diariamente para que seja possível quebrarmos cada vez mais recordes, como aquele alcançado no dia 8 de agosto com a produção diária de 808 mil barris de óleo equivalente. Reveja o vídeo que conta a jornada da P-67 desde sua construção até o primeiro óleo.",VIDEO,18/12/19,https://www.facebook.com/petrobras/videos/2905274356173822/?__xts__[0]=68.ARBLCSFmUHEef37z_D0Snu_j62aivqpcqzuGNvhmgb8Znu9GdAfVLNGO4CUzgrDbKy0TbMmqryVbqdRcqx9QjNbGbd4KBn7EGt7_9bQjlRvM5S2KDBr3urlvhBtI0sfG-DD23h2xOo8-F824ioNuQW6DGipDBUh-DdUC62TVhRHhQVGc-XDuEiDL5naef2GgNx-8-X8wrRpnSzijBbk_v2RxnuFzgBR2SCFQMXIT1nt5c3VM7j4BKS7j0_s4H-HKcuptB-7fTF-i1jTdDWWfuauvSNCp3DM4ByMH0V502jD9UU3fIzQR9jjzYLjDXDcx2aysEsvZC1xColph9ffcfwWO_fdMOvcc&__tn__=-R,FACEBOOK,ENERGIA
PETROBRAS,"Nos dias 13 e 14 de dezembro, várias cidades do nosso litoral tiveram um fim de semana de festa. Não faltaram motivos – afinal, em parceria com o Projeto Tamar, comemoramos o marco de 40 milhões de tartarugas protegidas.

Na Praia do Forte, na Bahia, além do envolvimento da comunidade, o Projeto recebeu a visita das instituições Instituto de Cegos da Bahia e Apae Brasil.

Nós estivemos por lá entregando uma placa comemorativa ao fundador Guy Marcovaldi e acompanhando a caminhada das tartarugas ao mar, momento em que os filhotes são devolvidos à natureza sob aplausos do público. Saiba mais sobre a história do Projeto e da nossa relação de patrocínio:",LINK COM FOTO,17/12/19,https://www.facebook.com/petrobras/posts/10163300488600131?__xts__[0]=68.ARB9mSGRaoVxWOax1RJpb8kg13y8Ft45OjeXT9nomK92O6epXUIw_GzaYrP826jsTpbmedAJ3qFEwZlgWBENGu5n7tekJJu4m0jC9I0EkGQRFiqs3IexdoaB6MuuECjDz6TbIEeHPnrRpFmmQoSNfkPdR9jaqF8QeXvM504Wbe9Hp-gPUpZ0Xk61PdvkCpGxSOmylKHalFLX36fWSvM0PHd1_oa8P3loQmRiy6MTomy8o0b3zRYXUrt8--zkXEFcdnkinxnSQwIFWd9Cc4kIEI4ohOL25MwNu3u30CYx26io4FoGV8fqaWzaviZ8Op1N-7RKOpfD2FfIFuMOWAKAcaJGO4GT&__tn__=-R,FACEBOOK,ENERGIA
PETROBRAS,"Transformar o próprio futuro e alcançar reconhecimento internacional. Para Ana Marcela Cunha, maratonista aquática, e Isaquias Queiroz, canoísta, dedicação diária, treino e energia são fundamentais para a conquista desses objetivos. Conheça suas histórias: https://petrobr.as/energia-para-chegar-la #NossaEnergia",VIDEO,16/12/19,https://www.facebook.com/petrobras/videos/576586226510338/?__xts__[0]=68.ARDIXvfQiKph7wloh12WkYtRVeS4ooS3-8zs8-jMlQJVs66oNKwbEafF2CAGsQ5GPukJb8EHIdTftmhKohM53hjCgBUeK5YpdC4MlEoujXxJEQEHCkydyNZiRYHb32-3PzeVkMYsQqtuXWwh4Lel6z6U8z4zNPJAMy5h8tNF8ACKcg-d8ZEqDIgDUW7PL5MKuOjfe7iNrsw-PKo6TThpJwEKEzE4rzLBDongh_9t_YKskMi_7m8eYDwbIqxMehMEoBPZ_a6580M3mxgfh0O0Fg5Kx3TEUAD5A_bwI1Wd3Hgv0-o7o5JGw1g4_yXFxOLyrvvrJAFUAiSPGw-MFJwLoNxehM-rv9fP&__tn__=-R,FACEBOOK,ENERGIA
PETROBRAS,"Em parceria com o Projeto Tamar, estamos celebrando, neste fim de semana, o marco de 40 milhões de tartarugas marinhas protegidas e devolvidas à natureza. Quando o patrocínio foi iniciado, lá em 1982, comemorávamos o retorno dos primeiros dois mil filhotes ao mar após um levantamento das principais praias de reprodução desses animais em nosso litoral.

Hoje, quase quatro décadas depois, as ações do projeto contribuem para proteger mais de 1.100km de praias e estão presentes em 26 localidades, atuando na pesquisa científica, na proteção e no manejo das cinco espécies de tartarugas marinhas que ocorrem no país, todas ameaçadas de extinção. Saiba mais: https://petrobr.as/40milhoes-tamar-fb",VIDEO GIF,13/12/19,https://www.facebook.com/petrobras/videos/908951632839769/?__xts__[0]=68.ARBvVSFLwwQjX1FcIue8bGII8a98q5LuefxKU--w6WUyN6-5_etFloY5hrFIpzUu2h-q6M-renM5mR_rRKdRtIKRPKlpbJ2g8C47M1aKiuFxeKOmhVH619mgmQ6UxsMtXFY-DPlxkQ5b0ypVD9RZW59FzggNVGSOmwkPJ0LmPGA-c9Zal5Rmf4LrzsixjyKAlv-Lld7OnNPQ4KG106fOjDQIG6ozDQ9U9L6S1p5qhWribLJQVTxD6DocRxIiquuoCC6l_cf5qtNXLF9LfJynR-zL_TeVs6ahdJMvn-QCU-vZmPN325n6lhcpz4lPjgceN-rRsEb8UQ5y8Z4O15KS06oBoD5Nh-SP&__tn__=-R,FACEBOOK,ENERGIA
PETROBRAS,"Conheça as sete empresas vencedoras do Conexões para Inovação - Módulo Startups! 

As soluções são baseadas em tecnologias como: captura de carbono, aprendizado de máquina, robótica, wearables e outras tecnologias. Elas serão aprimoradas por mentorias técnicas, prestadas por nossos profissionais, e de negócios, oferecidas pelo Sebrae, para que possam ajudar a acelerar a nossa jornada de inovação.

Saiba mais:
https://petrobr.as/resultado-conexoes-fb",VIDEO GIF,13/12/19,https://www.facebook.com/petrobras/videos/3230997303583011/?__xts__[0]=68.ARCI9szu-gj8SyiWtoJPkrtz_DyXfmnty_pRgMDtKDicch2kqMTdU_jsUZw8Kwy8MDARZAlpOMkwqxiRud7lIVB7fly0jrNi_NGt7SMlRbiJDqaUvRge87Nd3E9phIGJsW-Jn8qvrMLxtKRqGWC7LsFFTNQMiraiN16A_5uSRgAq7uf-YyTRpr1rsLKxWbD5H3aHAYJMNcOBRqd6hkiNrV-N_vDGPFvuyVlIbgkMyr5PgmfwIIOkShrKcv0-YSdnJIyxFBL1fozLAMakQVp-IaWIzoHsIZZd_cSI5Guotsv-mH2rK0Nw1WMhHYxsadpESF0M9Dd1qluLB_HD3mBftKharhhdXIxy&__tn__=-R,FACEBOOK,ENERGIA
PETROBRAS,"Este ano, em parceria com o Projeto Tamar, conquistamos um marco histórico: 40 milhões de tartarugas marinhas foram preservadas e devolvidas ao mar em segurança. E, para celebrar, serão realizadas atividades culturais e ações ambientais entre os dias 13 e 14 de dezembro em alguns pontos do litoral brasileiro. Confira:
",LINK COM FOTO,12/12/19,https://www.facebook.com/petrobras/posts/10163275639915131?__xts__[0]=68.ARATBE3FKzPZWTdPc8ZJXPfMaIfvmYxLhhoTRbgS_H-ild8fqXN4ZEYnbof8o1h3Lv8n282Bh3aQLmquKV6wbV_yd4Mqqm7lHYL7kOfVTglOxzJcj5XlyMt__U0FGMWKWzZOYYlEbQowJWzcSd1Y11KfyvwlL37IjeCxS2xKJgW0m5Pgzl7r30CjRu08si6E1grZqf0ncLQp5aHBf1afMHU4-f9AHOD1irgSEKdq7IXQQVFlXhiNUZ7xL4ExZ12kbbdPv08qMSWR_f0CdSORjIuVUWJ1fpgJzSEnOth7PCOoOlOSQxpzIU4w5KZbaqBdMmq759IWRY4tzlmD2iYg&__tn__=-R,FACEBOOK,ENERGIA
PETROBRAS,"Já ouviu falar no “Vale da Morte”? É assim que quem trabalha no setor de inovação chama o trajeto que fica entre uma boa ideia e sua viabilidade comercial. É aquela parte complicada da jornada em que muitos empreendedores acabam entregando os pontos.

Perguntamos para alguns inovadores que tipo de dificuldades que eles encontraram – e ainda encontram – ao longo de suas trajetórias de empreendedorismo. Eles contaram um pouco de suas histórias, destacaram a importância da parceria com grandes empresas para atravessar esse ""vale"" e indicaram alguns atalhos para superá-lo.

Confira no terceiro episódio da série Conexões para Inovação:",LINK COM FOTO,10/12/19,https://www.facebook.com/petrobras/posts/10163268353540131?__xts__[0]=68.ARAPWrAGPVX5fMr7Faps0__vX7jTq91_rGDEA-jGuEHqCLh5Js6IhM-XgyP4iivDU_js6ZrpMcrgkJ9XGZR6WHduiFZrfjaA-VN-ObNHYppB9i04hddpcH7zCeFD1WBLsck9MdSAv9OA2DB4BOIHHoC0Hmd8PQSGkdsTxurznYJFUOA5Iat7Qtj6rztMntZ2OjBnE9pzUxai5le_y_FvApdFkSuhPyMQELUYHNl3-rkRox3_9sIbJuJuKqreAqm2YGhq1hPZy87R2i37mZRhbeIIlOpfQpNQ9Bp7ZWaSxw7L5kqYiFv1jpxsPsIkmLY3MVPTHgKix8mW9hzYDSxe&__tn__=-R,FACEBOOK,ENERGIA
PETROBRAS,"Estimular o desenvolvimento cognitivo e emocional das crianças é um dos objetivos da Iniciativa Petrobras para a Primeira Infância. E, para isso, contamos também com os nossos parceiros! O Espaço do Conhecimento UFMG, museu de Belo Horizonte com temática científica, recebeu a visita das crianças atendidas pelo projeto Semeando Cidadania e Saber. Veja, no video completo, como foi esse divertido encontro entre a brincadeira e o aprendizado: https://petrobr.as/primeira-infancia",VIDEO,09/12/19,https://www.facebook.com/petrobras/videos/2589015541133757/?__xts__[0]=68.ARAdWfo7vIYnsr3wCrBtMaPKQfV1q5NJcr4lwlSbRcGmZLm9A4L2BmjqEx9s7xCnZ-SS7wwIruscZIUA8PFuVHmlGKg0xJyIVoiTqjc2sMfaBE2Y9kCUL_8RU-Q1rXigeYaHkj4MB8JNryrfm4jyXXBqL3wnaDru6OZP2re_b2VHm4afbQIkXyhoTLFt9j_KdCdorPexpIgSvmE_xRamSCK1WX6huNRziI3aHWv56QGOKIlxn9I6QKmM_KnNRJtXJxkuk6LkaovTd5XF1M2AyRSOPPV-fOP6fhC5fADvUnssaL9j2gBVyurydcn3vUNWUkGtJrBs7XpJszl6ibMPOkv_l_nVJ-EP&__tn__=-R,FACEBOOK,ENERGIA
PETROBRAS,"Mais uma plataforma rumo ao pré-sal! Após meses de trabalho intenso, a P-70 está partindo da China em direção ao Brasil.
A plataforma, do tipo replicante, terá capacidade para produzir 150 mil barris de óleo e 6 milhões de metros cúbicos de gás natural por dia.

Saiba mais sobre a jornada da P-70: https://petrobr.as/p70-fb",VIDEO GIF,06/12/19,https://www.facebook.com/petrobras/videos/450653522299638/?__xts__[0]=68.ARDV0ovsicSC1rVtdTi5UK-OZuKws5YlIXAykmYglbwLH-onDif_EwMh6Kv0LHaqwKir3PjfOCzxm4UusPegmM4tgMzzCYDQVVzijnPuBEJzT4Fx35SrrJ2XtbWVleEWqhHa-adBOfI6HfiVnllFP5vyIPppqPKv1Zzq29U2rjPqOknCSqjTi9OXSMnAokY90y_mwPXE8kxcsoi7RsJMlNR66Tj-ledJnZA7M6LLIxI3uk7hLgCWrthBEOn3KbIkDPeLxHPxwVjHTwWOZXuJbHlL5FR7Ip3Hkco3QIo0ZpG_sCme5wwLiMJ4cPusDJaeQ1rGUPS4WWpeMIL1-fNVgSdD6X5KXs0p&__tn__=-R,FACEBOOK,ENERGIA
PETROBRAS,"Entre 9 e 13 de dezembro, realizaremos a Semana Petrobras em Compliance. O evento vai reunir autoridades, acadêmicos, profissionais de diversas empresas e representantes de entidades envolvidas no combate à corrupção para discutir temas relacionados a compliance, governança e ética.

Saiba mais sobre o evento e confira a agenda completa de atividades: https://petrobr.as/compliance_fb",IMAGEM FIXA,05/12/19,https://www.facebook.com/petrobras/photos/a.10150386851025131/10163242590530131/?type=3&theater,FACEBOOK,ENERGIA
PETROBRAS,"“Como antecipar o que vai acontecer? Eu poderia estar no Direito ou na Marinha. No interior do Paraná ou no sertão do Rio Grande do Norte. O que mais gosto no que escolhi é a curiosidade. Ficar resolvendo problemas. Conversamos muito para chegar em algum lugar, é o ponto alto do dia. Uma coisa é certa: grandes máquinas não podem parar. Falhas de turbinas e compressores têm que ser monitoradas pra avaliarmos o que ocorreu, que aprendizado tirar. Mas e se a gente pudesse prever essas falhas? E se a gente pudesse inventar um jeito das próprias máquinas aprenderem e nos informarem? E se isso já existir mas a gente puder gerar um algoritmo específico e dar mais precisão? E se eu pudesse juntar o que pesquisei com uma oportunidade que surgiu na empresa? Há tensão envolvida. Prazos curtos pra apresentar resultados, mudar a rota se preciso for, e rápido. Aprendemos o tempo todo. É bom porque não nos acomodamos. Não é só teste, é mais responsabilidade. Onde tudo isso vai chegar? Estou curioso”. Leonardo, engenheiro, atua em Transformação Digital, co-working no Rio de Janeiro.

Essa foi a mais uma história da série #Jornadas. São pessoas como o Leonardo que nos inspiram e ajudam a construir a nossa trajetória. #JornadasPetrobras #oilandgaslife",IMAGEM FIXA,05/12/19,https://www.facebook.com/petrobras/posts/10163242009100131?__xts__[0]=68.ARDUHxdFsv9TKFAXKHfW31J_nqG0t_-dEAjoIbLjOw-URIqmpVGZouLNVCi0WYUJeL5l6DdefdAHMUMNjH0PkZURrQ1vz6ICG7UT9-CVQUOE0BTvf6qJpvylyVb0gCc6da5evcqz2isU0uVEZRGMGHTqfDK3i3UvqTZAf85QMztWc1FFcOdU6gJ-9PKTFan48xZ-wTEi4sccOSK7-jz0G_s9J4TMsWkBOz5e5Dco11rlnfiASiOo6xy8HuLreV4iLEVuekzCAddTY2psR--CGvfQppCjSpOy8WKSxbVpPHLYSNphmKR9kMdP4eCSPbuGKO8nqp7NS8HQUviDb3uh5mVgXX4l3BA-MqdSMZ6HDl-7DOtv8h-PkP0t6m1S13vt6Cki9ofZ3nm9vbYKO4EPEGhDpeQeJfYc7YApSQT8m_gks4VnQ1EbVbmL7kRpM_0GW6evy_c&__tn__=-R,FACEBOOK,ENERGIA
PETROBRAS,"Nossas medidas de combate à corrupção foram reconhecidas pelo Conselho de Ética do Fundo Soberano da Noruega. Com isso, voltamos a ser elegíveis para receber investimentos do fundo norueguês. É um reconhecimento à altura do nosso trabalho.",LINK COM FOTO,03/12/19,https://www.facebook.com/petrobras/posts/10163233162845131?__xts__[0]=68.ARD0omknu7encs5oaHCRnEn-mJpBXcYZ9e38DWR7U4QyFEDw33KduXWoyoHL4yNfmnVtaaRTsQo9_jm80f99XKS6aJ7Di3DU_CeW79EcdLF-6qzSsNgNX39x0o10dsUDHz05Xcudx7HQgfLqfEuAnbTj970QasLpNTCgO3_UpRkppdWAJdpnvZhNubc0UqSRRIJ1FmkY1xRlduJ4l4-w8Fu8wlbjjSQ1VZQJegWs1XbCepwx2hscYbQ_73gGXJlMNNQcTFeTKAgWADx9Xg-0DpSNZDc4wGxTXoiw8wea75LqND1JS_RyT55vJHeEvMVx4O52ujBKkseXujN3yz9X&__tn__=-R,FACEBOOK,ENERGIA
PETROBRAS,"Você é aluno de curso de graduação, é inovador, criativo, proativo e gosta de tecnologia e desafios? Então a nova etapa do programa Petrobras Conexões para Inovação é para você. O módulo, batizado de Ignição, é promovido em parceria com a PUC-Rio e quer fomentar a experimentação, desafiando universitários a cocriarem soluções para a transformação digital do setor de óleo e gás. As inscrições já estão abertas. Participe!",LINK COM FOTO,02/12/19,https://www.facebook.com/petrobras/posts/10163227478090131?__xts__[0]=68.ARAHzfUs2LA_wofUKZz7qzEV2asiVVv7cTUwfW6UbISHDJrkOT88jYOsGJPqQCNdznkYgn84RHPW5WS8oyj5b652PG-HhLNOdPrE1whwsMzpunEf5gJGybbQgotguve4HJmZvC21gSJQ2Qn8MjUDCfU4M9OF0Jz24RWLFCdxDx-qvo2y6drUZC-vPhugn4QLn8tB_VJ7URin0bt7-UpkUsfE-scXE1tiRJ1LUOQAAdid-toxLIvfV-fDpeFxEqufuOopyY3HifCGrTZRzKOXVYzSyJKwwE-RENziIZdgUtPb9oamnjq-X_UdtQgG13jV9wZdw9iJRroG857HPW5W&__tn__=-R,FACEBOOK,ENERGIA
PETROBRAS,"O supercomputador Santos Dumont teve sua capacidade de processamento ampliada, o que faz dele o mais poderoso da América Latina. Isso significa análises ainda mais precisas dos dados do pré-sal além de outras aplicações fundamentais para o setor de óleo e gás. Saiba quais são elas no Nossa Energia:",LINK COM FOTO,29/11/19,https://www.facebook.com/petrobras/posts/10163213297985131?__xts__[0]=68.ARBFSLsgI0C1zoURPwT3wkjDy-TcuPWfC-Gh-PrKncPDY87TTpUmEuZSs71NhftN65TziX6NTc3YHWopNgqaqpSNYpRMzoSFJFyMfHYT7i_ILt4m-9_mD4djmHCzx31NRL4scScV9Q0NQ91idqFtuOjOxe7_-Z91siEx4uJlU14-Sm9j2Dic95CZZUo74MDMonA4zFEj07JoHwZiHSgSoJK3Xl0Fq7OCTHyCp8MqL6RzXr8b8v0UU0AH--IkxK4p9-TRUX1-Id8kwoYoLL1lxbrH3q9GlLtDhabZv9Y6G3nhMSFNwHtRulTW1M1vNgg4erp1MFznJ5Uv8sAsl_53&__tn__=-R,FACEBOOK,ENERGIA
PETROBRAS,"A soltura dos peixes-bois Vitória e Parajuru, encontrados ainda filhotes, é uma história emocionante e muito significativa para a conservação da espécie. Saiba como foi a atuação do projeto parceiro Projeto Viva o Peixe-boi Marinho para readaptar os dois animais à natureza. (◕(' 人 ')◕)

Contamos tudo no Nossa Energia.",LINK COM FOTO,29/11/19,https://www.facebook.com/petrobras/posts/10163212876155131?__xts__[0]=68.ARDlisYz1U1SJEXgV-7RePjDUsS3Kxzowvq_qzPRLozVJ7sKAeyXA7p7IWS5MF2CMAupcrXNVUCaZ7Mcw0b5mjLIgP2Jb9UJ8yMuG1i63EI-hDZY_cGvyS3IgEs7SkA6aVokGAboLgpPQbTu7d5E-162_htu2I0QKFjJPQHJX8ud5j0Gkhbmf7k00sHkgiNv9oL4jkvP3N6cDLGmEa6fuZBv6fCwV2P6bGht_k8V8BaZn5mN9PnbIeJHJQMjv347fjhE0UmPH4dDjT8-71xVWLEdSHv0zTi5-TNNOSBOwWsbuJrCFTgI4K9UefrOpiuump7SlzjVdVlne1mwhrn0&__tn__=-R,FACEBOOK,ENERGIA
PETROBRAS,"Nossa contribuição para a limpeza do óleo nas praias é uma megaoperação. Para integrar os dados de nossa atuação nas diversas frentes, criamos um painel de controle para que todos os envolvidos, incluindo o Ibama e a Marinha do Brasil, possam ter uma visão geral e atualizada do que está sendo feito.

Saiba mais: https://petrobr.as/oleo-dashboard-fb",LINK COM FOTO,28/11/19,https://www.facebook.com/petrobras/posts/10163207750615131?__xts__[0]=68.ARCqHUfiWk35juCzj5krCGZ2LpaZw_iNexaekPc30WM5Op2hj4-0yQxQGcQYvDRigzPUAoymkQkHpK6bqpZ0pfQ8uUpZ_OqA5fFsUsvAEBa1N6Hlu0uRGUf-kodWPLOWKq7y1AIXMITXZC22XxtiKHvBGkBO8S84RoGqUhxd7gWXZrzfqb-rL4LHwPzzE42DbTPPVO3Ob9DIXt_i08bTr3vz9np6NjBUBBbR8LQfGvVLRQGob1dp3Y3LRdw2BgQMhLaKm0ln_JvlkB9-10CKlmPEuHOQQZlM3vE_8oxVhKyi55lQak__TyQs0W1yay_IPRO9yB3uBj9HWCQt6a-l&__tn__=-R,FACEBOOK,ENERGIA
PETROBRAS,"Fechamos o acordo para que uma nova empresa assuma a operação das Fábricas de Fertilizantes da Bahia (Fafen-BA) e Sergipe (Fafen-SE). Com isso, as unidades vão voltar a produzir, gerar empregos e riquezas para a sociedade.

Saiba mais: https://petrobr.as/fafens-fb",IMAGEM FIXA,27/11/19,https://www.facebook.com/petrobras/photos/a.10150386851025131/10163203249960131/?type=3&theater,FACEBOOK,ENERGIA
PETROBRAS,"Queremos contribuir para o futuro das novas gerações. Investir na Primeira Infância é possibilitar a evolução de competências essenciais que são levadas para o resto da vida e podem transformar realidades.

Conheça o trabalho de educação ambiental realizado pelos projetos Meros do Brasil e Projeto Lontra Ekko Brasil, dois de nossos parceiros nessa jornada pelo aprendizado.

É empatia com os animais e muita brincadeira envolvida. Saiba mais no link abaixo:",LINK COM FOTO,27/11/19,https://www.facebook.com/petrobras/posts/10163202655100131?__xts__[0]=68.ARBmsY3qmsMq19h31d8cRdgz91QCv5vPS2Xd1O-JU_45gtbU27Lsf_s4v9ZHpvZvh9vMj-UggUecLxRleiMuY8p2vWJIsw8hAFR226RVlCWtT8A2fu7wrsNW29QR33d3UmGbqHZr8GrP3XSudcU4ns2OMySGizSEaqd6t3IXElW2Q6bfMEpg1tsPY8ZnNCZs7M5w_nwhDHZFxoveXMKBCG-pbSyvPO3iXbIT1aJUStJbkKSsKyTUKIAOQtU8H1mNsYLYgnkIilp6fCyiUH_dL0ueSwbGeE8-YtVpaPcN4ivnCf26_E5fUHxDlxcdzGmpu6yqz5O8mkHqWoLyFI2Y&__tn__=-R,FACEBOOK,ENERGIA
